caller;recipient;dt;duration
+79827873183;+79171149666;2020-05-04 04:53:45;67
+79812468800;+79954659313;2020-05-09 03:26:38;432
+79293755548;+79625140868;2020-03-06 19:56:53;798
+79213185384;+79054221543;2020-01-19 19:36:55;819
+79095914385;+79510211344;2020-01-16 12:01:21;184
+79058054767;+79232620275;2020-03-12 21:55:59;-1
+79880490672;+79994325594;2020-01-06 21:01:03;492
+79051329031;+79878847274;2020-05-21 07:08:18;26
+79435850776;+79563201410;2020-03-29 19:06:31;-2
+79052896271;+79336781617;2020-05-14 04:42:31;350
+79551562689;+79522674940;2020-04-13 16:54:40;417
+79895835760;+79013743431;2020-03-01 22:29:25;877
+79221477722;+79979138128;2020-01-18 22:52:31;171
+79663826885;+79305747938;2020-05-14 06:34:34;398
+79159712021;+79094666319;2020-04-04 11:30:58;527
+79152697212;+79610907210;2020-03-21 14:21:21;-2
+79987655975;+79657139198;2020-05-09 03:03:46;915
+79080466144;+79662032108;2020-04-09 07:15:36;309
+79524876551;+79871556516;2020-01-14 02:31:08;-1
+79819376145;+79696429332;2020-04-02 18:43:03;766
+79929595597;+79837498700;2020-02-05 22:44:54;916
+79052896271;+79283775797;2020-02-04 11:46:55;136
+79901996020;+79128336240;2020-03-10 16:52:07;376
+79559277331;+79847387615;2020-02-02 17:46:36;762
+79697402495;+79740478483;2020-04-07 20:11:40;90
+79400555439;+79747983853;2020-04-27 06:38:43;680
+79515819950;+79329654975;2020-01-17 14:15:01;863
+79043147455;+79287784306;2020-04-08 02:33:13;530
+79725102246;+79412045716;2020-02-11 10:27:11;-1
+79645083008;+79792861678;2020-04-15 00:28:57;122
+79643951619;+79680691275;2020-03-21 00:51:50;518
+79935970995;+79785570693;2020-04-10 23:02:57;26
+79573414652;+79895835760;2020-04-11 20:08:02;186
+79986051879;+79443646159;2020-02-11 00:54:51;116
+79707125858;+79617046976;2020-02-04 15:30:47;929
+79443646159;+79785570693;2020-01-16 08:55:58;134
+79979138128;+79267057194;2020-03-28 20:53:31;454
+79850299486;+79697402495;2020-02-19 00:55:28;859
+79209635425;+79400555439;2020-04-17 07:47:06;999
+79902196007;+79789238007;2020-03-04 00:05:28;764
+79163377741;+79113765856;2020-03-14 10:02:21;863
+79654178456;+79929595597;2020-05-25 20:16:30;-2
+79110903456;+79895835760;2020-01-29 07:19:35;763
+79680307351;+79105284330;2020-03-31 01:26:24;850
+79741634772;+79173322577;2020-05-27 15:23:24;695
+79209635425;+79812468800;2020-05-18 02:23:20;65
+79211341670;+79441072193;2020-02-04 08:44:02;376
+79808425823;+79032874068;2020-04-21 00:39:44;-1
+79160231643;+79536661498;2020-02-29 14:15:13;861
+79880063064;+79822792838;2020-03-20 10:48:49;624
+79680691275;+79699925860;2020-03-02 15:38:34;827
+79808404470;+79514451156;2020-04-28 18:07:20;361
+79671132864;+79396450711;2020-05-15 18:05:01;51
+79215686220;+79505911293;2020-01-15 07:05:30;386
+79443646159;+79614336834;2020-03-04 19:00:53;461
+79446308702;+79200310497;2020-01-12 07:20:46;-2
+79477152666;+79914976048;2020-03-11 12:46:37;667
+79822792838;+79686095319;2020-01-06 14:15:22;-1
+79837220851;+79944966369;2020-04-09 11:26:13;215
+79473584346;+79505911293;2020-02-02 01:45:12;326
+79264808473;+79406775688;2020-03-31 06:52:45;923
+79960813237;+79828419074;2020-03-29 15:36:36;735
+79558589518;+79426855814;2020-03-05 06:17:04;833
+79209106731;+79956785183;2020-03-05 23:19:36;315
+79648800217;+79901986584;2020-03-23 23:08:55;27
+79841430347;+79043147455;2020-04-02 05:08:18;823
+79274194203;+79317235687;2020-03-14 11:43:32;-1
+79440794991;+79808425823;2020-03-25 00:23:56;375
+79412045716;+79441072193;2020-04-28 21:04:01;155
+79719753086;+79680691275;2020-01-09 02:56:51;519
+79529618655;+79687031290;2020-02-19 08:26:16;95
+79741634772;+79955195228;2020-01-17 02:55:02;518
+79015470564;+79750149565;2020-03-18 19:12:49;-1
+79510211344;+79945802865;2020-01-03 20:41:50;-1
+79379726440;+79122841287;2020-03-05 14:39:03;185
+79725102246;+79130522335;2020-03-17 07:51:58;-2
+79994363784;+79729717947;2020-04-23 17:51:00;294
+79321543302;+79766119936;2020-03-12 06:42:19;305
+79815576623;+79472464010;2020-04-20 10:24:31;-1
+79577589431;+79207211627;2020-05-23 12:56:32;175
+79505911293;+79159121272;2020-05-28 14:57:51;325
+79545086785;+79443646159;2020-02-16 13:51:30;304
+79848820681;+79440645476;2020-05-21 10:23:22;353
+79752429113;+79357369448;2020-02-15 21:26:14;372
+79986051879;+79232174892;2020-05-23 03:56:50;35
+79217776975;+79171149666;2020-04-14 11:36:57;281
+79704127241;+79545086785;2020-05-21 03:41:38;-1
+79182941837;+79240960136;2020-01-29 22:52:56;505
+79054026179;+79080373662;2020-02-19 20:13:40;626
+79534530682;+79047886119;2020-01-23 12:51:38;824
+79435850776;+79614336834;2020-05-02 18:32:15;190
+79114623450;+79602587005;2020-03-01 01:27:50;236
+79514451156;+79424809349;2020-02-10 20:40:18;223
+79354282782;+79176303690;2020-03-30 04:59:28;936
+79342376328;+79540725003;2020-01-11 18:59:06;310
+79822792838;+79614336834;2020-01-03 01:17:58;442
+79681839690;+79529618655;2020-01-01 06:22:09;-1
+79221477722;+79721573398;2020-05-04 16:07:44;-2
+79445474633;+79815576623;2020-05-15 17:04:29;838
+79906226733;+79625140868;2020-03-10 18:00:50;-1
+79463501333;+79283775797;2020-04-20 03:43:37;495
+79731568994;+79171149666;2020-01-02 05:14:52;492
+79660953259;+79015470564;2020-02-28 16:35:52;-2
+79137538995;+79480506353;2020-02-21 06:37:53;122
+79664169612;+79406058515;2020-04-30 20:40:19;458
+79071086202;+79815576623;2020-02-08 15:56:22;-1
+79264808473;+79741473601;2020-02-15 14:23:23;504
+79517708859;+79406775688;2020-02-11 11:24:10;599
+79994363784;+79673456568;2020-04-30 08:12:43;181
+79673456568;+79655001043;2020-03-19 03:15:51;732
+79440794991;+79791034266;2020-03-13 22:13:25;891
+79729225818;+79545086785;2020-02-22 06:47:15;865
+79871556516;+79440794991;2020-04-03 04:10:50;807
+79209106731;+79264808473;2020-04-17 22:52:07;896
+79602573462;+79731568994;2020-05-13 18:53:56;461
+79755448270;+79526593203;2020-02-11 23:53:14;-1
+79357369448;+79026152705;2020-05-19 14:30:47;624
+79446308702;+79994363784;2020-04-29 14:09:42;11
+79901996020;+79987108316;2020-01-12 13:33:14;-1
+79083030674;+79287784306;2020-02-25 21:58:32;815
+79317235687;+79182941837;2020-01-19 18:50:34;104
+79094666319;+79752429113;2020-01-25 14:25:50;650
+79664169612;+79434102847;2020-02-12 12:07:32;33
+79341732226;+79267757119;2020-05-04 08:57:08;-2
+79090060130;+79932907826;2020-05-19 07:23:16;-2
+79137376844;+79719753086;2020-03-12 10:45:36;317
+79896166873;+79032874068;2020-03-03 17:33:03;-1
+79221204780;+79096613312;2020-04-30 04:29:49;890
+79604498792;+79443646159;2020-03-14 23:54:43;89
+79269739830;+79336781617;2020-02-29 02:48:39;263
+79287784306;+79287529631;2020-04-01 12:35:28;173
+79895835760;+79044751342;2020-05-23 11:00:37;727
+79822792838;+79443646159;2020-04-02 04:49:56;215
+79737705733;+79113618278;2020-04-03 23:19:22;35
+79267285698;+79071086202;2020-05-10 12:38:57;113
+79269739830;+79381434569;2020-01-10 11:53:08;882
+79868672152;+79901996020;2020-03-30 10:01:37;113
+79725102246;+79825939824;2020-01-29 18:19:56;-1
+79645083008;+79408339549;2020-04-21 19:47:57;535
+79778843365;+79766364851;2020-01-06 03:46:41;-2
+79287529631;+79400989298;2020-01-28 06:41:37;-2
+79013743431;+79625140868;2020-03-13 02:52:22;595
+79028696923;+79505972262;2020-02-05 21:16:58;289
+79994363784;+79895835760;2020-01-11 20:53:11;846
+79699925860;+79606086738;2020-05-08 10:34:14;924
+79556546669;+79551562689;2020-04-22 21:49:58;14
+79256770908;+79743830987;2020-03-04 19:05:47;-1
+79534530682;+79878847274;2020-03-31 19:09:29;-1
+79687304268;+79606086738;2020-03-20 06:42:16;863
+79655001043;+79170708990;2020-01-10 21:30:47;-1
+79960813237;+79378125821;2020-05-28 00:13:03;250
+79791661835;+79621745227;2020-04-04 22:31:48;959
+79513712192;+79110903456;2020-05-15 10:46:11;437
+79411765984;+79680691275;2020-02-05 02:24:34;862
+79888262877;+79004136622;2020-02-17 08:56:47;161
+79249707909;+79256770908;2020-02-27 20:49:15;113
+79487539291;+79305179732;2020-05-27 03:07:50;89
+79692861255;+79751044936;2020-02-23 22:18:33;435
+79058572211;+79785570693;2020-03-03 10:17:10;915
+79543551151;+79043147455;2020-05-11 06:37:09;48
+79755448270;+79054026179;2020-01-06 19:28:59;-1
+79090060130;+79848820681;2020-03-16 04:08:05;-1
+79776981435;+79162841289;2020-02-29 20:49:14;665
+79643951619;+79159121272;2020-02-22 04:24:19;177
+79152697212;+79898490311;2020-01-12 02:00:07;677
+79888420719;+79408339549;2020-01-15 20:53:58;75
+79664169612;+79791661835;2020-01-09 18:07:37;61
+79533778375;+79152697212;2020-01-18 10:39:32;351
+79896166873;+79841430347;2020-01-22 20:27:20;424
+79335733704;+79731568994;2020-05-07 14:36:57;512
+79066160759;+79080466144;2020-04-16 15:00:31;950
+79357369448;+79207211627;2020-05-24 11:19:28;387
+79662032108;+79188759063;2020-03-10 15:36:36;760
+79182941837;+79813400347;2020-03-16 05:33:36;470
+79217776975;+79210243119;2020-01-15 01:27:22;-1
+79662032108;+79740478483;2020-01-26 05:33:46;578
+79570457507;+79545086785;2020-04-23 22:09:08;993
+79545086785;+79604498792;2020-01-29 07:17:32;785
+79044321363;+79887691115;2020-05-27 12:28:36;389
+79522674940;+79788721509;2020-05-07 01:58:52;89
+79106136629;+79743830987;2020-04-13 16:31:52;-2
+79766364851;+79192527940;2020-01-01 07:58:39;-1
+79797161012;+79545086785;2020-02-12 15:35:10;-1
+79808404470;+79283775797;2020-03-25 07:30:29;204
+79035723941;+79813400347;2020-03-16 21:25:33;237
+79839264101;+79816510540;2020-03-08 00:33:15;405
+79261088918;+79704937503;2020-01-21 12:58:08;305
+79463501333;+79488931918;2020-03-11 08:52:16;-1
+79751044936;+79291708826;2020-01-12 14:07:28;706
+79471704590;+79406775688;2020-02-07 23:00:54;581
+79662032108;+79766364851;2020-01-16 23:20:27;-2
+79129144235;+79754909127;2020-02-12 16:47:07;728
+79655001043;+79084009750;2020-05-04 20:58:35;227
+79378125821;+79812468800;2020-04-29 21:48:25;681
+79220722240;+79412045716;2020-03-02 05:19:36;126
+79524876551;+79935970995;2020-03-30 22:30:31;719
+79215636704;+79189915473;2020-05-24 01:41:35;130
+79655876630;+79013743431;2020-05-26 10:49:25;515
+79940666226;+79163377741;2020-01-07 19:41:39;296
+79329654975;+79871556516;2020-03-08 20:29:49;649
+79932907826;+79692861255;2020-04-28 16:16:45;513
+79603451681;+79660953259;2020-03-22 11:05:17;700
+79441072193;+79880977698;2020-04-05 14:35:40;964
+79551562689;+79208784399;2020-02-20 07:53:29;-2
+79721046072;+79320590135;2020-01-19 02:09:28;580
+79333457741;+79241167134;2020-05-26 04:12:22;837
+79381434569;+79557850912;2020-03-20 16:42:22;997
+79208784399;+79817051098;2020-05-25 12:02:58;-2
+79628289534;+79887691115;2020-02-28 23:55:13;49
+79032874068;+79741473601;2020-02-10 15:13:46;719
+79241167134;+79680307351;2020-01-22 15:58:06;537
+79275584616;+79715339227;2020-02-15 14:35:46;721
+79287784306;+79540725003;2020-05-01 05:30:31;544
+79743830987;+79322061386;2020-02-25 02:28:13;170
+79704937503;+79954659313;2020-04-21 05:04:28;894
+79052896271;+79895835760;2020-04-14 21:22:32;270
+79058054767;+79267285698;2020-04-04 18:31:02;606
+79096613312;+79753877737;2020-05-03 12:27:42;-2
+79839264101;+79286095628;2020-01-16 18:15:14;113
+79664169612;+79828419074;2020-03-29 13:42:07;891
+79129144235;+79235643827;2020-03-03 09:33:13;-2
+79210243119;+79303782901;2020-05-20 08:05:58;655
+79267757119;+79500089893;2020-05-14 18:54:52;-2
+79274194203;+79381434569;2020-03-22 09:17:42;848
+79180985553;+79533778375;2020-03-16 01:37:02;274
+79095074723;+79128336240;2020-03-09 00:14:46;255
+79848820681;+79190384824;2020-05-19 14:13:58;796
+79173322577;+79066160759;2020-03-11 06:12:42;436
+79487539291;+79583109002;2020-03-26 02:27:25;-2
+79207211627;+79997463702;2020-03-11 17:16:55;210
+79661780724;+79452468189;2020-01-20 18:31:41;731
+79621745227;+79208784399;2020-02-28 18:07:15;209
+79080372002;+79657139198;2020-01-16 17:39:20;294
+79274194203;+79625140868;2020-05-17 10:21:02;606
+79680307351;+79416150594;2020-02-17 06:36:07;641
+79799884052;+79032874068;2020-04-09 07:31:05;-1
+79854083981;+79346102002;2020-02-28 10:32:33;99
+79956785183;+79583109002;2020-02-05 22:17:25;356
+79926444889;+79090689603;2020-05-11 23:40:08;992
+79398024564;+79557850912;2020-04-01 19:24:57;281
+79074614693;+79264808473;2020-01-18 21:58:30;68
+79864088078;+79617046976;2020-03-15 08:28:53;384
+79868672152;+79020403241;2020-01-20 12:12:37;315
+79082453868;+79792861678;2020-02-09 03:29:58;521
+79305747938;+79215636704;2020-01-13 11:01:54;973
+79791034266;+79428668382;2020-03-01 21:19:05;-1
+79267057194;+79472464010;2020-01-31 04:17:07;843
+79105284330;+79163377741;2020-04-13 14:54:24;-1
+79443646159;+79697026786;2020-04-05 19:35:41;241
+79275748926;+79095914385;2020-03-06 03:14:11;732
+79967027635;+79452468189;2020-04-06 15:05:12;394
+79882994952;+79849189913;2020-04-22 10:39:24;234
+79709028118;+79552170471;2020-01-01 21:52:52;342
+79628289534;+79232620275;2020-04-14 13:38:35;812
+79354282782;+79980275762;2020-01-13 21:00:12;602
+79737705733;+79408862394;2020-03-04 05:11:44;535
+79113765856;+79080373662;2020-03-27 10:23:54;912
+79837498700;+79220722240;2020-01-25 02:50:34;333
+79435850776;+79620533719;2020-04-13 10:08:16;300
+79643495830;+79643951619;2020-02-23 21:47:51;882
+79548961508;+79766119936;2020-04-02 04:55:38;-1
+79543551151;+79091469024;2020-04-13 20:10:42;769
+79333457741;+79954659313;2020-05-19 03:49:06;441
+79096613312;+79586348704;2020-03-09 16:50:00;297
+79931039617;+79243702390;2020-05-26 22:31:15;798
+79249707909;+79729717947;2020-02-24 04:34:49;36
+79640319752;+79777755232;2020-05-03 10:43:16;880
+79396450711;+79505911293;2020-03-06 23:57:40;419
+79203949464;+79449133819;2020-02-14 02:00:16;186
+79505911293;+79901996020;2020-04-16 21:33:43;766
+79962088970;+79831336961;2020-05-23 11:19:55;497
+79253110192;+79221204780;2020-02-23 01:54:03;36
+79065688312;+79082027467;2020-02-29 00:02:09;661
+79342376328;+79220722240;2020-01-21 20:34:21;715
+79267757119;+79755448270;2020-03-24 11:00:30;201
+79640319752;+79171149666;2020-05-17 20:32:04;384
+79887691115;+79129144235;2020-05-22 03:29:10;737
+79843203441;+79232174892;2020-02-26 09:14:56;914
+79858429808;+79173322577;2020-03-30 04:43:13;215
+79450717457;+79173322577;2020-04-24 05:31:31;287
+79906226733;+79709028118;2020-05-12 17:16:48;486
+79514451156;+79449133819;2020-05-06 21:31:35;719
+79034687853;+79232620275;2020-02-27 18:23:48;246
+79221139318;+79472980535;2020-04-03 07:56:28;30
+79712483058;+79316033174;2020-05-05 00:17:43;119
+79813008149;+79267285698;2020-05-20 07:00:43;268
+79080373662;+79013483459;2020-01-20 08:26:06;248
+79051329031;+79074614693;2020-02-09 17:24:43;745
+79828419074;+79182941837;2020-04-08 16:42:00;699
+79980275762;+79381434569;2020-02-12 08:01:57;982
+79839264101;+79215686220;2020-05-20 06:22:40;-1
+79252289226;+79598685303;2020-05-04 01:39:20;-1
+79449133819;+79486904218;2020-02-14 20:52:08;934
+79044778714;+79241167134;2020-01-09 08:58:42;616
+79382870864;+79295924900;2020-03-01 01:29:28;147
+79559277331;+79408339549;2020-01-16 04:31:32;617
+79058572211;+79359493630;2020-01-23 06:56:49;-1
+79743830987;+79830588607;2020-03-26 14:14:52;414
+79511713952;+79406775688;2020-01-24 19:12:43;455
+79389160254;+79113449774;2020-05-19 11:03:45;840
+79878847274;+79888420719;2020-05-25 09:42:30;103
+79217776975;+79633270585;2020-01-06 10:40:55;773
+79058572211;+79182941837;2020-02-20 23:22:55;-1
+79583109002;+79817051098;2020-01-25 21:47:37;-2
+79002011624;+79191866654;2020-04-22 13:52:05;185
+79400654005;+79400989298;2020-01-05 03:20:40;41
+79028696923;+79914976048;2020-03-21 13:05:33;457
+79343104093;+79812468800;2020-04-16 12:43:03;299
+79010628518;+79044778714;2020-05-15 17:13:54;7
+79305179732;+79256770908;2020-05-11 19:54:38;-1
+79316033174;+79486904218;2020-04-29 16:24:57;454
+79191866654;+79914976048;2020-04-17 03:51:49;688
+79839264101;+79400555439;2020-03-30 07:54:34;258
+79450367114;+79318886864;2020-02-07 16:38:03;558
+79621745227;+79771674370;2020-02-02 13:20:33;171
+79590518050;+79995750441;2020-01-25 06:12:31;882
+79661780724;+79552170471;2020-02-14 06:44:49;-2
+79590518050;+79267757119;2020-03-11 09:32:44;780
+79885307397;+79113187342;2020-04-14 07:23:27;988
+79505972262;+79657139198;2020-04-16 22:37:48;245
+79044778714;+79866911726;2020-03-11 20:43:23;236
+79816510540;+79752429113;2020-01-14 11:28:07;915
+79267285698;+79882994952;2020-03-12 01:42:13;290
+79906939777;+79913144486;2020-02-13 04:41:38;588
+79882994952;+79580560086;2020-02-14 09:31:34;120
+79888155548;+79274194203;2020-05-15 06:24:25;220
+79648800217;+79788721509;2020-02-03 03:56:45;481
+79628289534;+79812468800;2020-05-06 05:07:52;264
+79945802865;+79044287048;2020-04-13 17:56:13;235
+79692861255;+79837498700;2020-02-10 22:57:15;210
+79931039617;+79343104093;2020-01-08 04:56:48;457
+79013483459;+79885061665;2020-03-03 03:17:35;656
+79763084521;+79996552358;2020-03-02 12:38:46;493
+79731568994;+79648026276;2020-05-30 17:07:49;12
+79192527940;+79548961508;2020-02-08 13:39:02;-1
+79750149565;+79570457507;2020-03-27 04:27:04;555
+79054026179;+79813507084;2020-02-25 13:19:47;165
+79729225818;+79995750441;2020-05-20 05:15:47;642
+79655876630;+79074614693;2020-02-22 21:40:27;452
+79817051098;+79548961508;2020-01-22 13:26:33;968
+79382870864;+79440794991;2020-04-21 05:41:42;716
+79275748926;+79058572211;2020-05-11 15:44:50;-1
+79440794991;+79231983437;2020-03-05 17:27:17;954
+79026152705;+79110903456;2020-05-15 01:11:59;-2
+79731568994;+79748939206;2020-05-03 06:10:07;-1
+79472980535;+79210856463;2020-03-05 12:42:33;84
+79741473601;+79267057194;2020-04-10 02:06:06;437
+79523139377;+79084238781;2020-04-15 21:21:03;955
+79152697212;+79267757119;2020-03-28 05:03:13;321
+79906189997;+79341732226;2020-05-12 19:47:13;-2
+79827938649;+79693220327;2020-05-02 19:00:36;543
+79426855814;+79709796352;2020-04-27 12:41:25;327
+79864088078;+79847387615;2020-01-14 19:36:31;887
+79684804782;+79834130783;2020-04-24 18:57:03;906
+79839264101;+79333457741;2020-05-20 20:31:15;206
+79082027467;+79511713952;2020-05-27 17:55:25;705
+79044778714;+79822792838;2020-04-20 19:52:42;403
+79778843365;+79044321363;2020-01-12 03:52:44;944
+79274194203;+79914976048;2020-02-25 11:06:34;99
+79794344500;+79893144987;2020-04-17 16:28:25;295
+79050148508;+79681839690;2020-04-11 04:14:13;-1
+79315843010;+79960970353;2020-02-12 23:58:49;159
+79967435327;+79721573398;2020-05-29 06:54:30;304
+79956785183;+79540725003;2020-01-04 07:56:40;21
+79687031290;+79119914000;2020-05-12 21:46:58;267
+79577589431;+79602573462;2020-04-23 11:35:24;446
+79558589518;+79575818630;2020-05-02 22:12:52;121
+79880977698;+79215686220;2020-03-02 01:29:50;365
+79411765984;+79260230056;2020-03-16 08:16:10;757
+79839264101;+79318623738;2020-03-31 07:40:25;-1
+79424809349;+79737705733;2020-01-13 18:46:12;-1
+79625140868;+79210243119;2020-04-04 21:06:51;521
+79013743431;+79128336240;2020-05-24 15:18:17;268
+79602573462;+79032874068;2020-01-23 01:10:33;565
+79817051098;+79428668382;2020-03-05 04:05:35;595
+79382870864;+79035723941;2020-04-16 14:43:03;756
+79673456568;+79037543304;2020-03-21 03:31:56;324
+79794344500;+79463501333;2020-01-12 00:33:39;117
+79692861255;+79750149565;2020-02-26 23:27:07;507
+79882994952;+79987655975;2020-03-01 13:18:03;-1
+79693220327;+79700005937;2020-01-23 13:37:13;495
+79967435327;+79906939777;2020-04-13 01:16:24;470
+79681839690;+79391656982;2020-04-18 23:46:24;712
+79443646159;+79696429332;2020-02-26 01:58:48;-2
+79359493630;+79130522335;2020-01-26 08:39:10;-1
+79235191373;+79171149666;2020-05-07 07:29:21;534
+79498453872;+79696031290;2020-04-04 13:55:07;896
+79050148508;+79319654713;2020-04-02 05:59:14;464
+79955195228;+79895835760;2020-03-22 14:17:35;990
+79637748907;+79094131378;2020-05-25 14:33:35;-1
+79434102847;+79693220327;2020-03-14 05:29:54;191
+79955449174;+79940666226;2020-03-13 16:17:57;897
+79293755548;+79956785183;2020-03-21 06:41:03;143
+79741473601;+79629339854;2020-01-05 14:25:08;469
+79709028118;+79815576623;2020-05-21 00:52:18;639
+79662032108;+79396450711;2020-02-04 14:25:00;94
+79203949464;+79080466144;2020-05-13 01:48:53;-1
+79500089893;+79435850776;2020-02-23 21:54:05;467
+79333457741;+79315843010;2020-02-01 21:12:55;399
+79626551982;+79359217534;2020-05-03 12:19:21;747
+79094131378;+79255872032;2020-02-17 12:33:03;-1
+79514451156;+79766988037;2020-04-04 16:35:04;559
+79054221543;+79748939206;2020-04-19 19:17:24;-1
+79725102246;+79232620275;2020-04-22 12:51:56;-2
+79687304268;+79847387615;2020-01-16 20:28:19;664
+79232174892;+79066028576;2020-05-26 07:13:14;548
+79086392509;+79471704590;2020-02-24 03:14:20;277
+79321543302;+79171149666;2020-05-19 13:13:42;913
+79377134678;+79967027635;2020-04-08 03:49:47;142
+79162841289;+79359493630;2020-01-01 05:09:36;-1
+79396450711;+79318886864;2020-04-06 20:50:51;557
+79755448270;+79652271658;2020-04-03 19:12:24;767
+79882994952;+79916830644;2020-04-25 02:13:49;355
+79396450711;+79901996020;2020-02-15 21:54:39;-1
+79551562689;+79617046976;2020-02-13 16:08:56;959
+79888420719;+79602587005;2020-01-03 17:55:39;806
+79717894676;+79605796779;2020-04-21 11:18:39;816
+79822792838;+79896237169;2020-04-22 08:56:36;893
+79987655975;+79979138128;2020-01-21 02:23:00;652
+79655001043;+79610907210;2020-03-11 01:01:12;-2
+79987108316;+79536661498;2020-05-24 19:04:56;835
+79721573398;+79945802865;2020-02-28 15:57:30;486
+79725102246;+79086475382;2020-03-20 00:12:00;-2
+79684804782;+79215636704;2020-05-22 01:42:47;198
+79617046976;+79264808473;2020-04-18 19:36:17;837
+79788763222;+79695733207;2020-02-14 07:33:21;455
+79967435327;+79712483058;2020-05-17 00:02:18;615
+79680307351;+79381434569;2020-01-12 11:32:20;928
+79028696923;+79080372002;2020-01-24 19:10:03;158
+79020403241;+79827938649;2020-01-01 17:39:51;44
+79524876551;+79215636704;2020-01-13 12:21:36;799
+79979138128;+79684804782;2020-01-24 02:28:15;828
+79267057194;+79477152666;2020-02-08 08:56:16;309
+79080372002;+79788763222;2020-02-17 12:11:26;-2
+79020403241;+79113187342;2020-05-23 22:41:52;704
+79590518050;+79955449174;2020-04-11 01:07:09;132
+79180985553;+79440645476;2020-03-03 12:43:04;970
+79712483058;+79013743431;2020-03-06 06:49:06;931
+79086392509;+79816510540;2020-04-26 11:54:45;106
+79888262877;+79648800217;2020-05-06 13:34:44;415
+79665470635;+79159121272;2020-01-23 19:22:11;846
+79888262877;+79794344500;2020-04-12 05:27:47;452
+79385731031;+79850299486;2020-04-24 12:48:23;635
+79850299486;+79435850776;2020-01-17 04:59:00;692
+79090689603;+79385731031;2020-05-15 15:36:35;-2
+79391656982;+79032874068;2020-01-04 11:44:16;446
+79291708826;+79440645476;2020-05-24 22:22:15;835
+79633270585;+79083030674;2020-02-02 14:49:02;-1
+79192527940;+79505972262;2020-03-07 12:38:03;286
+79286095628;+79559277331;2020-04-28 12:26:26;973
+79888155548;+79066160759;2020-01-23 04:42:13;-2
+79522674940;+79870237946;2020-01-23 07:02:16;31
+79004136622;+79439389308;2020-03-15 13:26:56;537
+79712483058;+79776925672;2020-04-07 10:40:57;-1
+79319654713;+79752429113;2020-05-15 18:15:35;495
+79797161012;+79028696923;2020-04-04 15:09:29;795
+79929595597;+79888262877;2020-05-26 02:54:31;39
+79808404470;+79463501333;2020-05-26 09:17:41;28
+79896166873;+79113187342;2020-01-24 18:42:56;593
+79440794991;+79741473601;2020-03-10 11:27:08;497
+79090689603;+79317235687;2020-02-07 08:35:08;635
+79625140868;+79808425823;2020-01-31 15:33:30;717
+79486904218;+79693220327;2020-03-29 13:10:13;-2
+79776925672;+79252289226;2020-01-15 10:14:13;-2
+79994325594;+79472464010;2020-03-10 20:34:06;897
+79602573462;+79357369448;2020-05-30 06:28:08;518
+79534530682;+79095914385;2020-03-26 12:57:24;-1
+79880675713;+79754909127;2020-05-28 15:41:32;-2
+79882994952;+79766364851;2020-04-08 15:51:10;942
+79500089893;+79827938649;2020-03-13 15:09:20;932
+79488931918;+79901986584;2020-04-23 04:30:20;861
+79471704590;+79080372002;2020-04-11 21:31:49;36
+79210856463;+79400654005;2020-03-02 03:45:59;459
+79728682061;+79913144486;2020-01-09 13:38:27;920
+79152228329;+79871357830;2020-03-28 07:47:18;839
+79443646159;+79621745227;2020-01-26 10:20:09;130
+79190384824;+79319654713;2020-05-26 14:17:08;824
+79192527940;+79152228329;2020-04-07 00:30:29;455
+79533778375;+79547188840;2020-05-25 11:56:23;-1
+79054026179;+79652271658;2020-04-06 05:02:31;-1
+79050148508;+79044778714;2020-05-06 15:09:44;285
+79791661835;+79441072193;2020-04-17 09:59:41;383
+79816510540;+79305179732;2020-01-21 04:34:26;493
+79680691275;+79755448270;2020-02-23 22:42:33;969
+79221477722;+79385592937;2020-04-16 17:43:43;142
+79967435327;+79850299486;2020-01-11 04:49:12;510
+79522674940;+79255872032;2020-02-28 00:21:20;-1
+79996552358;+79080373662;2020-02-25 02:04:51;-2
+79423323771;+79095074723;2020-02-18 15:08:51;-1
+79293755548;+79122841287;2020-05-14 13:49:46;314
+79083030674;+79074614693;2020-01-13 05:52:13;63
+79243702390;+79816510540;2020-01-02 06:53:31;411
+79037543304;+79159121272;2020-05-11 18:02:03;340
+79182941837;+79753877737;2020-05-10 10:04:47;-1
+79916830644;+79215636704;2020-02-19 07:26:03;-2
+79106136629;+79054221543;2020-03-07 21:16:25;206
+79286095628;+79889861254;2020-02-26 15:24:14;376
+79044576226;+79093101913;2020-03-29 11:36:40;710
+79249707909;+79096613312;2020-04-04 06:29:20;-1
+79477152666;+79400654005;2020-04-13 20:10:58;927
+79792861678;+79664169612;2020-04-07 14:05:24;-2
+79864088078;+79663826885;2020-04-18 02:42:51;56
+79093101913;+79180985553;2020-03-29 11:31:31;20
+79209253134;+79939202429;2020-02-27 15:29:58;212
+79533778375;+79106136629;2020-03-23 05:38:27;884
+79253110192;+79580560086;2020-01-06 00:37:13;-2
+79002011624;+79776981435;2020-04-28 01:31:59;953
+79954659313;+79707125858;2020-02-03 23:08:12;472
+79389160254;+79889861254;2020-03-21 06:09:26;862
+79913144486;+79812468800;2020-03-13 01:38:01;659
+79489005245;+79113765856;2020-03-20 02:35:06;766
+79771674370;+79548961508;2020-02-20 12:38:52;-2
+79295924900;+79159712021;2020-03-20 00:21:56;544
+79253110192;+79813507084;2020-04-15 19:24:47;724
